judge_name,assigned_country,role,segment_category,pdf_name,program,competition,officials_table_link,results_pdf_link,clean_judge_name
Ms. Elena FOMINA,RUS,Judge No.4,Short Dance|Junior Ice Dance,2bd5da68e1_data0803.pdf,JUNIOR ICE DANCE SHORT DANCE,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0830.htm,http://www.isuresults.com/results/season1718/gpf1718/data0803.pdf,Elena FOMINA
Mr. Richard DALLEY,USA,Judge No.5,Short Dance|Junior Ice Dance,2bd5da68e1_data0803.pdf,JUNIOR ICE DANCE SHORT DANCE,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0830.htm,http://www.isuresults.com/results/season1718/gpf1718/data0803.pdf,Richard DALLEY
Ms. Chihee RHEE,KOR,Judge No.6,Short Dance|Junior Ice Dance,2bd5da68e1_data0803.pdf,JUNIOR ICE DANCE SHORT DANCE,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0830.htm,http://www.isuresults.com/results/season1718/gpf1718/data0803.pdf,Chihee RHEE
Ms. Kaoru TAKINO,JPN,Judge No.7,Short Dance|Junior Ice Dance,2bd5da68e1_data0803.pdf,JUNIOR ICE DANCE SHORT DANCE,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0830.htm,http://www.isuresults.com/results/season1718/gpf1718/data0803.pdf,Kaoru TAKINO
Mr. David MUNOZ,ESP,Judge No.8,Short Dance|Junior Ice Dance,2bd5da68e1_data0803.pdf,JUNIOR ICE DANCE SHORT DANCE,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0830.htm,http://www.isuresults.com/results/season1718/gpf1718/data0803.pdf,David MUNOZ
Ms. Christine HURTH,FRA,Judge No.9,Short Dance|Junior Ice Dance,2bd5da68e1_data0803.pdf,JUNIOR ICE DANCE SHORT DANCE,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0830.htm,http://www.isuresults.com/results/season1718/gpf1718/data0803.pdf,Christine HURTH
Mr. Paolo PIZZOCARI,ITA,Judge No.1,Short Program|Junior Ladies,f9fefbcab1_data0603.pdf,JUNIOR LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0630.htm,http://www.isuresults.com/results/season1718/gpf1718/data0603.pdf,Paolo PIZZOCARI
Ms. Saodat NUMANOVA,UZB,Judge No.2,Short Program|Junior Ladies,f9fefbcab1_data0603.pdf,JUNIOR LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0630.htm,http://www.isuresults.com/results/season1718/gpf1718/data0603.pdf,Saodat NUMANOVA
Ms. Olga KOZHEMIAKINA,RUS,Judge No.3,Short Program|Junior Ladies,f9fefbcab1_data0603.pdf,JUNIOR LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0630.htm,http://www.isuresults.com/results/season1718/gpf1718/data0603.pdf,Olga KOZHEMIAKINA
Mr. Kenji AMAKO,JPN,Judge No.4,Short Program|Junior Ladies,f9fefbcab1_data0603.pdf,JUNIOR LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0630.htm,http://www.isuresults.com/results/season1718/gpf1718/data0603.pdf,Kenji AMAKO
Ms. Elizabeth ALEXANDRE,AUS,Judge No.5,Short Program|Junior Ladies,f9fefbcab1_data0603.pdf,JUNIOR LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0630.htm,http://www.isuresults.com/results/season1718/gpf1718/data0603.pdf,Elizabeth  ALEXANDRE
Ms. Chihee RHEE,KOR,Judge No.6,Short Program|Junior Ladies,f9fefbcab1_data0603.pdf,JUNIOR LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0630.htm,http://www.isuresults.com/results/season1718/gpf1718/data0603.pdf,Chihee RHEE
Ms. Tamie K. CAMPBELL,USA,Judge No.7,Short Program|Junior Ladies,f9fefbcab1_data0603.pdf,JUNIOR LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0630.htm,http://www.isuresults.com/results/season1718/gpf1718/data0603.pdf,Tamie K. CAMPBELL
Ms. Weiguang CHEN,CHN,Judge No.8,Short Program|Junior Ladies,f9fefbcab1_data0603.pdf,JUNIOR LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0630.htm,http://www.isuresults.com/results/season1718/gpf1718/data0603.pdf,Weiguang CHEN
Mr. Jeff LUKASIK,CAN,Judge No.9,Short Program|Junior Ladies,f9fefbcab1_data0603.pdf,JUNIOR LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0630.htm,http://www.isuresults.com/results/season1718/gpf1718/data0603.pdf,Jeff LUKASIK
Mr. Anthony LEROY,FRA,Judge No.1,Short Program|Junior Men,2704ea4722_data0503.pdf,JUNIOR MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0530.htm,http://www.isuresults.com/results/season1718/gpf1718/data0503.pdf,Anthony LEROY
Ms. Olga KOZHEMIAKINA,RUS,Judge No.2,Short Program|Junior Men,2704ea4722_data0503.pdf,JUNIOR MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0530.htm,http://www.isuresults.com/results/season1718/gpf1718/data0503.pdf,Olga KOZHEMIAKINA
Mr. Kersten BELLMANN,GER,Judge No.3,Short Program|Junior Men,2704ea4722_data0503.pdf,JUNIOR MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0530.htm,http://www.isuresults.com/results/season1718/gpf1718/data0503.pdf,Kersten  BELLMANN
Ms. Leanna CARON,CAN,Judge No.4,Short Program|Junior Men,2704ea4722_data0503.pdf,JUNIOR MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0530.htm,http://www.isuresults.com/results/season1718/gpf1718/data0503.pdf,Leanna CARON
Ms. Sakae YAMAMOTO,JPN,Judge No.5,Short Program|Junior Men,2704ea4722_data0503.pdf,JUNIOR MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0530.htm,http://www.isuresults.com/results/season1718/gpf1718/data0503.pdf,Sakae YAMAMOTO
Ms. Emilie BILLOW,SWE,Judge No.6,Short Program|Junior Men,2704ea4722_data0503.pdf,JUNIOR MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0530.htm,http://www.isuresults.com/results/season1718/gpf1718/data0503.pdf,Emilie BILLOW
Ms. Deveny DECK,USA,Judge No.7,Short Program|Junior Men,2704ea4722_data0503.pdf,JUNIOR MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0530.htm,http://www.isuresults.com/results/season1718/gpf1718/data0503.pdf,Deveny DECK
Ms. Saodat NUMANOVA,UZB,Judge No.8,Short Program|Junior Men,2704ea4722_data0503.pdf,JUNIOR MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0530.htm,http://www.isuresults.com/results/season1718/gpf1718/data0503.pdf,Saodat NUMANOVA
Ms. Weiguang CHEN,CHN,Judge No.9,Short Program|Junior Men,2704ea4722_data0503.pdf,JUNIOR MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0530.htm,http://www.isuresults.com/results/season1718/gpf1718/data0503.pdf,Weiguang CHEN
Mr. Kersten BELLMANN,GER,Judge No.1,Short Program|Junior Pairs,55795b7453_data0703.pdf,JUNIOR PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0730.htm,http://www.isuresults.com/results/season1718/gpf1718/data0703.pdf,Kersten  BELLMANN
Mr. Jeff LUKASIK,CAN,Judge No.2,Short Program|Junior Pairs,55795b7453_data0703.pdf,JUNIOR PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0730.htm,http://www.isuresults.com/results/season1718/gpf1718/data0703.pdf,Jeff LUKASIK
Ms. Elizabeth ALEXANDRE,AUS,Judge No.3,Short Program|Junior Pairs,55795b7453_data0703.pdf,JUNIOR PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0730.htm,http://www.isuresults.com/results/season1718/gpf1718/data0703.pdf,Elizabeth  ALEXANDRE
Mr. Feng HUANG,CHN,Judge No.4,Short Program|Junior Pairs,55795b7453_data0703.pdf,JUNIOR PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0730.htm,http://www.isuresults.com/results/season1718/gpf1718/data0703.pdf,Feng HUANG
Mr. Paolo PIZZOCARI,ITA,Judge No.5,Short Program|Junior Pairs,55795b7453_data0703.pdf,JUNIOR PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0730.htm,http://www.isuresults.com/results/season1718/gpf1718/data0703.pdf,Paolo PIZZOCARI
Ms. Elena FOMINA,RUS,Judge No.6,Short Program|Junior Pairs,55795b7453_data0703.pdf,JUNIOR PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0730.htm,http://www.isuresults.com/results/season1718/gpf1718/data0703.pdf,Elena FOMINA
Mr. Anthony LEROY,FRA,Judge No.7,Short Program|Junior Pairs,55795b7453_data0703.pdf,JUNIOR PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0730.htm,http://www.isuresults.com/results/season1718/gpf1718/data0703.pdf,Anthony LEROY
Ms. Tomiko YAMADA,JPN,Judge No.8,Short Program|Junior Pairs,55795b7453_data0703.pdf,JUNIOR PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0730.htm,http://www.isuresults.com/results/season1718/gpf1718/data0703.pdf,Tomiko YAMADA
Ms. Tamie K. CAMPBELL,USA,Judge No.9,Short Program|Junior Pairs,55795b7453_data0703.pdf,JUNIOR PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0730.htm,http://www.isuresults.com/results/season1718/gpf1718/data0703.pdf,Tamie K. CAMPBELL
Mr. Kenji AMAKO,JPN,Judge No.1,Short Program|Ladies,3c9d3a9518_data0203.pdf,LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0230.htm,http://www.isuresults.com/results/season1718/gpf1718/data0203.pdf,Kenji AMAKO
Ms. Chihee RHEE,KOR,Judge No.2,Short Program|Ladies,3c9d3a9518_data0203.pdf,LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0230.htm,http://www.isuresults.com/results/season1718/gpf1718/data0203.pdf,Chihee RHEE
Ms. Emilie BILLOW,SWE,Judge No.3,Short Program|Ladies,3c9d3a9518_data0203.pdf,LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0230.htm,http://www.isuresults.com/results/season1718/gpf1718/data0203.pdf,Emilie BILLOW
Ms. Olga KOZHEMIAKINA,RUS,Judge No.4,Short Program|Ladies,3c9d3a9518_data0203.pdf,LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0230.htm,http://www.isuresults.com/results/season1718/gpf1718/data0203.pdf,Olga KOZHEMIAKINA
Ms. Deveny DECK,USA,Judge No.5,Short Program|Ladies,3c9d3a9518_data0203.pdf,LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0230.htm,http://www.isuresults.com/results/season1718/gpf1718/data0203.pdf,Deveny DECK
Ms. Weiguang CHEN,CHN,Judge No.6,Short Program|Ladies,3c9d3a9518_data0203.pdf,LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0230.htm,http://www.isuresults.com/results/season1718/gpf1718/data0203.pdf,Weiguang CHEN
Ms. Elizabeth ALEXANDRE,AUS,Judge No.7,Short Program|Ladies,3c9d3a9518_data0203.pdf,LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0230.htm,http://www.isuresults.com/results/season1718/gpf1718/data0203.pdf,Elizabeth  ALEXANDRE
Mr. Paolo PIZZOCARI,ITA,Judge No.8,Short Program|Ladies,3c9d3a9518_data0203.pdf,LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0230.htm,http://www.isuresults.com/results/season1718/gpf1718/data0203.pdf,Paolo PIZZOCARI
Mr. Jeff LUKASIK,CAN,Judge No.9,Short Program|Ladies,3c9d3a9518_data0203.pdf,LADIES SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0230.htm,http://www.isuresults.com/results/season1718/gpf1718/data0203.pdf,Jeff LUKASIK
Ms. Deveny DECK,USA,Judge No.1,Short Program|Men,1fad11b266_data0103.pdf,MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0130.htm,http://www.isuresults.com/results/season1718/gpf1718/data0103.pdf,Deveny DECK
Ms. Sakae YAMAMOTO,JPN,Judge No.2,Short Program|Men,1fad11b266_data0103.pdf,MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0130.htm,http://www.isuresults.com/results/season1718/gpf1718/data0103.pdf,Sakae YAMAMOTO
Ms. Olga KOZHEMIAKINA,RUS,Judge No.3,Short Program|Men,1fad11b266_data0103.pdf,MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0130.htm,http://www.isuresults.com/results/season1718/gpf1718/data0103.pdf,Olga KOZHEMIAKINA
Mr. Kersten BELLMANN,GER,Judge No.4,Short Program|Men,1fad11b266_data0103.pdf,MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0130.htm,http://www.isuresults.com/results/season1718/gpf1718/data0103.pdf,Kersten  BELLMANN
Ms. Weiguang CHEN,CHN,Judge No.5,Short Program|Men,1fad11b266_data0103.pdf,MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0130.htm,http://www.isuresults.com/results/season1718/gpf1718/data0103.pdf,Weiguang CHEN
Ms. Leanna CARON,CAN,Judge No.6,Short Program|Men,1fad11b266_data0103.pdf,MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0130.htm,http://www.isuresults.com/results/season1718/gpf1718/data0103.pdf,Leanna CARON
Ms. Saodat NUMANOVA,UZB,Judge No.7,Short Program|Men,1fad11b266_data0103.pdf,MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0130.htm,http://www.isuresults.com/results/season1718/gpf1718/data0103.pdf,Saodat NUMANOVA
Ms. Emilie BILLOW,SWE,Judge No.8,Short Program|Men,1fad11b266_data0103.pdf,MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0130.htm,http://www.isuresults.com/results/season1718/gpf1718/data0103.pdf,Emilie BILLOW
Mr. Anthony LEROY,FRA,Judge No.9,Short Program|Men,1fad11b266_data0103.pdf,MEN SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0130.htm,http://www.isuresults.com/results/season1718/gpf1718/data0103.pdf,Anthony LEROY
Ms. Tomiko YAMADA,JPN,Judge No.1,Short Program|Pairs,49e9f7dc68_data0303.pdf,PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0330.htm,http://www.isuresults.com/results/season1718/gpf1718/data0303.pdf,Tomiko YAMADA
Ms. Elena FOMINA,RUS,Judge No.2,Short Program|Pairs,49e9f7dc68_data0303.pdf,PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0330.htm,http://www.isuresults.com/results/season1718/gpf1718/data0303.pdf,Elena FOMINA
Mr. Anthony LEROY,FRA,Judge No.3,Short Program|Pairs,49e9f7dc68_data0303.pdf,PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0330.htm,http://www.isuresults.com/results/season1718/gpf1718/data0303.pdf,Anthony LEROY
Mr. Jeff LUKASIK,CAN,Judge No.4,Short Program|Pairs,49e9f7dc68_data0303.pdf,PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0330.htm,http://www.isuresults.com/results/season1718/gpf1718/data0303.pdf,Jeff LUKASIK
Mr. Kersten BELLMANN,GER,Judge No.5,Short Program|Pairs,49e9f7dc68_data0303.pdf,PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0330.htm,http://www.isuresults.com/results/season1718/gpf1718/data0303.pdf,Kersten  BELLMANN
Ms. Tamie K. CAMPBELL,USA,Judge No.6,Short Program|Pairs,49e9f7dc68_data0303.pdf,PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0330.htm,http://www.isuresults.com/results/season1718/gpf1718/data0303.pdf,Tamie K. CAMPBELL
Mr. Paolo PIZZOCARI,ITA,Judge No.7,Short Program|Pairs,49e9f7dc68_data0303.pdf,PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0330.htm,http://www.isuresults.com/results/season1718/gpf1718/data0303.pdf,Paolo PIZZOCARI
Ms. Elizabeth ALEXANDRE,AUS,Judge No.8,Short Program|Pairs,49e9f7dc68_data0303.pdf,PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0330.htm,http://www.isuresults.com/results/season1718/gpf1718/data0303.pdf,Elizabeth  ALEXANDRE
Mr. Feng HUANG,CHN,Judge No.9,Short Program|Pairs,49e9f7dc68_data0303.pdf,PAIRS SHORT PROGRAM,Grand Prix Final 2017 Senior and Junior,http://www.isuresults.com/results/season1718/gpf1718/data0330.htm,http://www.isuresults.com/results/season1718/gpf1718/data0303.pdf,Feng HUANG
Ms. Ludmila MIKHAILOVSKAYA,ISU,Judge No.1,Free Dance|Ice Dance,75ff7fddbe_ec2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU European Figure Skating Championships 2017,http://www.isuresults.com/results/season1617/ec2017/SEG008OF.HTM,http://www.isuresults.com/results/season1617/ec2017/ec2017_IceDance_FD_Scores.pdf,Ludmila MIKHAILOVSKAYA
Mr. Szilard TOTH,ISU,Judge No.2,Free Dance|Ice Dance,75ff7fddbe_ec2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU European Figure Skating Championships 2017,http://www.isuresults.com/results/season1617/ec2017/SEG008OF.HTM,http://www.isuresults.com/results/season1617/ec2017/ec2017_IceDance_FD_Scores.pdf,Szilard TOTH
Ms. Tanay OZKAN SILAOGLU,ISU,Judge No.3,Free Dance|Ice Dance,75ff7fddbe_ec2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU European Figure Skating Championships 2017,http://www.isuresults.com/results/season1617/ec2017/SEG008OF.HTM,http://www.isuresults.com/results/season1617/ec2017/ec2017_IceDance_FD_Scores.pdf,Tanay OZKAN
Mr. Roland MÌÎÌ£DER,ISU,Judge No.4,Free Dance|Ice Dance,75ff7fddbe_ec2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU European Figure Skating Championships 2017,http://www.isuresults.com/results/season1617/ec2017/SEG008OF.HTM,http://www.isuresults.com/results/season1617/ec2017/ec2017_IceDance_FD_Scores.pdf,Roland MAIDER
Ms. Isabella MICHELI,ISU,Judge No.5,Free Dance|Ice Dance,75ff7fddbe_ec2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU European Figure Skating Championships 2017,http://www.isuresults.com/results/season1617/ec2017/SEG008OF.HTM,http://www.isuresults.com/results/season1617/ec2017/ec2017_IceDance_FD_Scores.pdf,Isabella MICHELI
Mr. Roberts KRUTKRAMELIS,ISU,Judge No.6,Free Dance|Ice Dance,75ff7fddbe_ec2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU European Figure Skating Championships 2017,http://www.isuresults.com/results/season1617/ec2017/SEG008OF.HTM,http://www.isuresults.com/results/season1617/ec2017/ec2017_IceDance_FD_Scores.pdf,Roberts KRUTKRAMELIS
Mr. Alexei BELETSKI,ISU,Judge No.7,Free Dance|Ice Dance,75ff7fddbe_ec2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU European Figure Skating Championships 2017,http://www.isuresults.com/results/season1617/ec2017/SEG008OF.HTM,http://www.isuresults.com/results/season1617/ec2017/ec2017_IceDance_FD_Scores.pdf,Alexei BELETSKI
Mr. Vladimir CUCHRAN,ISU,Judge No.8,Free Dance|Ice Dance,75ff7fddbe_ec2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU European Figure Skating Championships 2017,http://www.isuresults.com/results/season1617/ec2017/SEG008OF.HTM,http://www.isuresults.com/results/season1617/ec2017/ec2017_IceDance_FD_Scores.pdf,Vladimir CUCHRAN
Mr. Nicholas RUSSELL,ISU,Judge No.9,Free Dance|Ice Dance,75ff7fddbe_ec2017_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU European Figure Skating Championships 2017,http://www.isuresults.com/results/season1617/ec2017/SEG008OF.HTM,http://www.isuresults.com/results/season1617/ec2017/ec2017_IceDance_FD_Scores.pdf,Nicholas RUSSELL
Ms. Vessela POPOVA,ISU,Judge No.1,Free Skating|Ladies,069490832f_ec2017_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU European Figure Skating Championships 2017,http://www.isuresults.com/results/season1617/ec2017/SEG004OF.HTM,http://www.isuresults.com/results/season1617/ec2017/ec2017_Ladies_FS_Scores.pdf,Vessela POPOVA
